2024-10-14 14:43:50,drowsiness
2024-10-14 14:43:50,drowsiness
2024-10-14 14:43:50,drowsiness
2024-10-14 14:43:51,drowsiness
2024-10-14 14:43:51,drowsiness
2024-10-14 14:43:51,drowsiness
2024-10-14 14:43:51,drowsiness
2024-10-14 14:43:51,drowsiness
2024-10-14 14:43:51,drowsiness
2024-10-14 14:43:51,drowsiness
2024-10-14 14:43:52,drowsiness
2024-10-14 14:43:52,drowsiness
2024-10-14 14:43:52,drowsiness
2024-10-14 14:43:52,drowsiness
2024-10-14 14:43:52,drowsiness
2024-10-14 14:43:52,drowsiness
2024-10-14 14:43:52,drowsiness
2024-10-14 14:43:52,drowsiness
2024-10-14 14:43:53,drowsiness
2024-10-14 14:43:53,drowsiness
2024-10-14 14:43:53,drowsiness
2024-10-14 14:43:53,drowsiness
2024-10-14 14:43:53,drowsiness
2024-10-14 14:43:53,drowsiness
2024-10-14 14:43:53,drowsiness
2024-10-14 14:43:54,drowsiness
2024-10-14 14:43:54,drowsiness
2024-10-14 14:44:31,drowsiness
2024-10-14 14:44:31,drowsiness
2024-10-14 14:44:31,drowsiness
2024-10-14 14:44:31,drowsiness
2024-10-14 14:44:32,drowsiness
2024-10-14 14:44:32,drowsiness
2024-10-14 14:44:32,drowsiness
2024-10-14 14:44:32,drowsiness
2024-10-14 14:44:32,drowsiness
2024-10-14 14:44:32,drowsiness
2024-10-14 14:44:32,drowsiness
2024-10-14 14:44:32,drowsiness
2024-10-14 16:11:49,drowsiness,
2024-10-14 16:11:49,drowsiness,
2024-10-14 16:11:50,drowsiness,
2024-10-14 16:11:50,drowsiness,
2024-10-14 16:11:50,drowsiness,
2024-10-14 16:11:50,drowsiness,
2024-10-14 16:11:50,drowsiness,
2024-10-14 16:15:35,drowsiness,
2024-10-14 16:15:35,drowsiness,
2024-10-14 16:15:35,drowsiness,
2024-10-14 16:15:35,drowsiness,
2024-10-14 16:15:35,drowsiness,
2024-10-14 16:24:44,Conducteur : ,Mbaye DIOP
